Country,Year,Pop,Decade,GDP,Life_Expectancy,Region
Libya,1950,1113382,1950,5205,42.9998,Middle East & North Africa
Liechtenstein,1950,13757,1950,NA,NA,Europe & Central Asia
Lithuania,1950,2567402,1950,6786,63.812,Europe & Central Asia
Luxembourg,1950,296001,1950,18793,65.56,Europe & Central Asia
"Macao, China",1950,196482,1950,3751,59.987,East Asia & Pacific
"Macedonia, FYR",1950,1254444,1950,2542,52.5014,Europe & Central Asia
Madagascar,1950,4083554,1950,1913,38.9064,Sub-Saharan Africa
Malawi,1950,2953871,1950,355,36.48,Sub-Saharan Africa
Malaysia,1950,6109907,1950,2933,54.2384,East Asia & Pacific
Maldives,1950,73715,1950,883,38.5552,South Asia
Mali,1950,4708425,1950,649,30.2552,Sub-Saharan Africa
Malta,1950,311997,1950,2582,65.561,Europe & Central Asia
Marshall Islands,1950,13000,1950,1365,NA,East Asia & Pacific
Martinique,1950,222001,1950,NA,54.153,America
Mauritania,1950,660491,1950,1184,40.847,Sub-Saharan Africa
Mauritius,1950,493254,1950,2464,47.4702,Sub-Saharan Africa
Mayotte,1950,15141,1950,NA,44.709,Sub-Saharan Africa
Mexico,1950,28012558,1950,4392,49.5346,America
"Micronesia, Fed. Sts.",1950,32000,1950,1165,53.1556,East Asia & Pacific
Moldova,1950,2341003,1950,2708,56.618,Europe & Central Asia
Monaco,1950,20000,1950,11106,NA,Europe & Central Asia
Mongolia,1950,780200,1950,858,41.8862,East Asia & Pacific
Montenegro,1950,394738,1950,4068,59.6766,Europe & Central Asia
Montserrat,1950,13521,1950,NA,NA,America
Morocco,1950,8985990,1950,2077,47.9314,Middle East & North Africa
Mozambique,1950,6313290,1950,445,36.1278,Sub-Saharan Africa
Myanmar,1950,17527243,1950,842,32.6892,East Asia & Pacific
Namibia,1950,485274,1950,3839,44.0522,Sub-Saharan Africa
Nauru,1950,2953,1950,4426,NA,East Asia & Pacific
Nepal,1950,8483321,1950,808,38.1762,South Asia
Netherlands,1950,10027047,1950,9516,71.51,Europe & Central Asia
Netherlands Antilles,1950,112188,1950,NA,58.408,America
New Caledonia,1950,64824,1950,NA,49.087,East Asia & Pacific
New Zealand,1950,1908001,1950,14391,69.392,East Asia & Pacific
Ngorno-Karabakh,1950,NA,1950,NA,NA,Europe & Central Asia
Nicaragua,1950,1294993,1950,3527,43.1614,America
Niger,1950,2559703,1950,967,39.08,Sub-Saharan Africa
Nigeria,1950,37859745,1950,2735,40.887,Sub-Saharan Africa
Niue,1950,4667,1950,NA,NA,East Asia & Pacific
Norfolk Island,1950,1689,1950,NA,NA,East Asia & Pacific
Northern Cyprus,1950,NA,1950,NA,NA,Europe & Central Asia
Northern Mariana Islands,1950,6999,1950,NA,NA,East Asia & Pacific
Norway,1950,3265278,1950,11452,71.492,Europe & Central Asia
Oman,1950,456418,1950,3010,36.106,Middle East & North Africa
Pakistan,1950,37542380,1950,1176,36.1698,South Asia
Palau,1950,7441,1950,9093,NA,East Asia & Pacific
Panama,1950,859660,1950,3172,57.6972,America
Papua New Guinea,1950,1708192,1950,960,40.1554,East Asia & Pacific
Paraguay,1950,1473245,1950,3013,64.6158,America
Peru,1950,7727735,1950,4419,42.36,America
Philippines,1950,18580487,1950,1864,56.8188,East Asia & Pacific
Pitcairn,1950,130,1950,NA,NA,East Asia & Pacific
Poland,1950,24824013,1950,4670,59.123,Europe & Central Asia
Portugal,1950,8416969,1950,3862,58.668,Europe & Central Asia
Puerto Rico,1950,2218000,1950,5129,60.919,America
Qatar,1950,24999,1950,1628,54.4802,Middle East & North Africa
Reunion,1950,248111,1950,NA,45.311,Sub-Saharan Africa
Romania,1950,16236292,1950,3676,61.0314,Europe & Central Asia
Russia,1950,102798657,1950,7514,57.084,Europe & Central Asia
Rwanda,1950,2186187,1950,525,40.2468,Sub-Saharan Africa
St. Barthélemy,1950,2233,1950,NA,NA,NA
St. Helena,1950,4972,1950,NA,NA,NA
St. Kitts and Nevis,1950,46054,1950,3390,NA,NA
St. Lucia,1950,82783,1950,1408,52.8978,NA
St. Martin,1950,17401,1950,NA,NA,NA
St. Vincent and the Grenadines,1950,67000,1950,2158,48.9654,NA
St.-Pierre-et-Miquelon,1950,4573,1950,NA,NA,NA
Samoa,1950,82102,1950,2976,50.8938,East Asia & Pacific
San Marino,1950,12781,1950,8224,NA,Europe & Central Asia
Sao Tome and Principe,1950,60000,1950,1199,46.8906,Sub-Saharan Africa
Saudi Arabia,1950,3121336,1950,2128,47.5178,Middle East & North Africa
Senegal,1950,2476638,1950,1750,39.0518,Sub-Saharan Africa
Serbia,1950,6732256,1950,4496,58.1522,Europe & Central Asia
Serbia and Montenegro,1950,7116385,1950,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1950,5676544,1950,NA,NA,Europe & Central Asia
Seychelles,1950,36322,1950,4836,57.9502,Sub-Saharan Africa
Sierra Leone,1950,1944001,1950,1064,35.9794,Sub-Saharan Africa
Singapore,1950,1022098,1950,5027,58.5162,East Asia & Pacific
Slovak Republic,1950,3436574,1950,5969,60.986,Europe & Central Asia
Slovenia,1950,1473094,1950,5147,62.8784,Europe & Central Asia
Solomon Islands,1950,89793,1950,941,45.8432,East Asia & Pacific
Somalia,1950,2264081,1950,997,39.2632,Sub-Saharan Africa
Somaliland,1950,NA,1950,NA,NA,Sub-Saharan Africa
South Africa,1950,13683162,1950,7217,46.352,Sub-Saharan Africa
South Ossetia,1950,NA,1950,NA,NA,Europe & Central Asia
Spain,1950,28069737,1950,3993,61.606,Europe & Central Asia
Sri Lanka,1950,8075810,1950,1764,53.3746,South Asia
Sudan,1950,5733944,1950,1799,45.9754,Sub-Saharan Africa
Suriname,1950,214999,1950,5534,55.5822,America
Svalbard,1950,1445,1950,NA,NA,Europe & Central Asia
Swaziland,1950,273000,1950,1376,44.251,Sub-Saharan Africa
Sweden,1950,7009913,1950,11977,71.02,Europe & Central Asia
Switzerland,1950,4668088,1950,20209,68.856,Europe & Central Asia
Syria,1950,3413329,1950,1794,49.4556,Middle East & North Africa
Taiwan,1950,7837333,1950,1680,54.81,East Asia & Pacific
Tajikistan,1950,1531502,1950,2466,50.4488,Europe & Central Asia
Tanzania,1950,7649766,1950,941,44.5936,Sub-Saharan Africa
Thailand,1950,20710356,1950,1164,53.4916,East Asia & Pacific
Timor-Leste,1950,433398,1950,688,33.7382,East Asia & Pacific
Togo,1950,1395458,1950,1034,37.1862,Sub-Saharan Africa
Tokelau,1950,1570,1950,NA,NA,East Asia & Pacific
Tonga,1950,47220,1950,1382,58.9014,East Asia & Pacific
Transnistria,1950,NA,1950,NA,NA,Europe & Central Asia
Trinidad and Tobago,1950,645628,1950,4903,57.2614,America
Tunisia,1950,3605310,1950,1739,41.7752,Middle East & North Africa
Turkey,1950,21238496,1950,3103,42.5164,Europe & Central Asia
Turkmenistan,1950,1211000,1950,5018,46.8452,Europe & Central Asia
Turks and Caicos Islands,1950,5047,1950,1927,NA,America
Tuvalu,1950,5166,1950,1419,NA,East Asia & Pacific
Uganda,1950,5158193,1950,824,41.311,Sub-Saharan Africa
Ukraine,1950,37297652,1950,3976,61.888,Europe & Central Asia
United Arab Emirates,1950,69590,1950,1225,43.5646,Middle East & North Africa
United Kingdom,1950,50616012,1950,11135,68.58,Europe & Central Asia
United States,1950,157813040,1950,15319,67.988,America
Uruguay,1950,2238506,1950,8135,65.6738,America
USSR,1950,179916092,1950,NA,NA,Europe & Central Asia
Uzbekistan,1950,6945397,1950,1722,54.1976,Europe & Central Asia
Wallis et Futuna,1950,7002,1950,NA,NA,East Asia & Pacific
Vanuatu,1950,47695,1950,1295,45.3256,East Asia & Pacific
Venezuela,1950,5481977,1950,11070,55.5166,America
West Bank and Gaza,1950,931926,1950,1272,49.5194,Middle East & North Africa
West Germany,1950,49939522,1950,NA,NA,Europe & Central Asia
Western Sahara,1950,13766,1950,NA,34.753,Middle East & North Africa
Vietnam,1950,24809903,1950,961,50.2936,East Asia & Pacific
Virgin Islands (U.S.),1950,26795,1950,NA,57.403,America
North Yemen (former),1950,4266769,1950,NA,NA,NA
South Yemen (former),1950,1321065,1950,NA,NA,NA
Yemen,1950,4402320,1950,1357,24.3014,NA
Yugoslavia,1950,16285527,1950,NA,NA,Europe & Central Asia
Zambia,1950,2316950,1950,2618,46.6696,Sub-Saharan Africa
Zimbabwe,1950,2746854,1950,1492,49.4802,Sub-Saharan Africa
Åland,1950,21649,1950,NA,NA,Europe & Central Asia
South Sudan,1950,2582929,1950,1901,34.1692,Sub-Saharan Africa
Curaçao,1950,100184,1950,NA,NA,NA
Sint Maarten (Dutch part),1950,1497,1950,NA,NA,NA
St. Martin (French part),1950,NA,1950,NA,NA,NA
Antarctica,1950,NA,1950,NA,NA,NA
Bouvet Island,1950,NA,1950,NA,NA,NA
British Indian Ocean Territory,1950,NA,1950,NA,NA,NA
Clipperton,1950,NA,1950,NA,NA,NA
French Southern and Antarctic Lands,1950,NA,1950,NA,NA,NA
Gaza Strip,1950,NA,1950,NA,NA,NA
Heard and McDonald Islands,1950,NA,1950,NA,NA,NA
Northern Marianas,1950,NA,1950,NA,NA,NA
South Georgia and the South Sandwich Islands,1950,NA,1950,NA,NA,NA
US Minor Outlying Islands,1950,NA,1950,NA,NA,NA
Virgin Islands,1950,NA,1950,NA,NA,NA
West Bank,1950,NA,1950,NA,NA,NA
Abkhazia,1951,NA,1950,NA,NA,Europe & Central Asia
Afghanistan,1951,7839426,1950,1050,30.11694,South Asia
Akrotiri and Dhekelia,1951,10737,1950,NA,NA,Europe & Central Asia
Albania,1951,1287499,1950,1965,54.24524,Europe & Central Asia
Algeria,1951,9039913,1950,3957,46.14808,Middle East & North Africa
American Samoa,1951,19295,1950,NA,NA,East Asia & Pacific
Andorra,1951,6692,1950,7550,NA,Europe & Central Asia
Angola,1951,4439705,1950,3202,36.02116,Sub-Saharan Africa
Anguilla,1951,5297,1950,NA,NA,America
Antigua and Barbuda,1951,48306,1950,3633,58.34524,America
Argentina,1951,17507132,1950,7612,61.51162,America
Armenia,1951,1382982,1950,1834,58.67934,Europe & Central Asia
Aruba,1951,38263,1950,3994,58.962,America
Australia,1951,8417640,1950,12229,68.8378,East Asia & Pacific
Austria,1951,6930348,1950,7382,65.3778,Europe & Central Asia
Azerbaijan,1951,2965338,1950,3595,54.7163,Europe & Central Asia
Bahamas,1951,79984,1950,10705,57.63234,America
Bahrain,1951,116919,1950,16689,42.544,Middle East & North Africa
Bangladesh,1951,38706927,1950,1031,41.2524,South Asia
Barbados,1951,215704,1950,3149,58.65432,America
Belarus,1951,7717708,1950,2781,64.7386,Europe & Central Asia
Belgium,1951,8673691,1950,10790,66.8186,Europe & Central Asia
Belize,1951,71243,1950,1879,56.09908,America
Benin,1951,2258049,1950,1226,36.0054,Sub-Saharan Africa
Bermuda,1951,37819,1950,12638,NA,America
Bhutan,1951,181489,1950,859,36.50986,South Asia
Bolivia,1951,3140342,1950,3374,42.8617,America
Bosnia and Herzegovina,1951,2709913,1950,1304,52.27278,Europe & Central Asia
Botswana,1951,425270,1950,851,50.84442,Sub-Saharan Africa
Brazil,1951,55605541,1950,3074,51.5417,America
British Virgin Islands,1951,7509,1950,NA,NA,America
Brunei,1951,50971,1950,55126,57.53478,East Asia & Pacific
Bulgaria,1951,7303773,1950,3325,60.4006,Europe & Central Asia
Burkina Faso,1951,4324493,1950,537,33.7611,Sub-Saharan Africa
Burundi,1951,2359234,1950,525,39.11554,Sub-Saharan Africa
Cambodia,1951,4539656,1950,1114,43.53156,East Asia & Pacific
Cameroon,1951,4544218,1950,1479,41.80914,Sub-Saharan Africa
Canada,1951,14099994,1950,12419,68.519,America
Cape Verde,1951,186124,1950,784,53.12694,Sub-Saharan Africa
Cayman Islands,1951,6269,1950,10507,NA,America
Central African Republic,1951,1339842,1950,1245,36.88024,NA
Chad,1951,2544102,1950,1254,42.04678,Sub-Saharan Africa
Channel Islands,1951,102965,1950,NA,68.714,Europe & Central Asia
Chile,1951,6278346,1950,5279,55.54612,America
China,1951,558820362,1950,582,40.936264,East Asia & Pacific
Christmas Island,1951,627,1950,NA,NA,East Asia & Pacific
Cocos Island,1951,329,1950,NA,NA,East Asia & Pacific
Colombia,1951,12699949,1950,3151,52.21114,America
Comoros,1951,160083,1950,837,42.16046,Sub-Saharan Africa
"Congo, Dem. Rep.",1951,12428829,1950,1756,41.80646,Sub-Saharan Africa
"Congo, Rep.",1951,824129,1950,1880,40.9652,Sub-Saharan Africa
Cook Is,1951,15411,1950,NA,NA,NA
Costa Rica,1951,986159,1950,2933,58.76096,America
Cote d'Ivoire,1951,2692657,1950,2102,36.47296,Sub-Saharan Africa
Croatia,1951,3886222,1950,4997,59.65378,Europe & Central Asia
Cuba,1951,6051290,1950,9245,60.18618,America
Cyprus,1951,500378,1950,3899,65.33688,Europe & Central Asia
Czech Republic,1951,9005036,1950,8166,65.3554,NA
Czechoslovakia,1951,12534585,1950,NA,NA,Europe & Central Asia
Denmark,1951,4308324,1950,12004,70.8804,Europe & Central Asia
Djibouti,1951,63309,1950,3248,46.6938,Middle East & North Africa
Dominica,1951,51706,1950,2175,NA,America
Dominican Republic,1951,2438412,1950,2242,49.3977,NA
East Germany,1951,18320272,1950,NA,NA,Europe & Central Asia
Ecuador,1951,3561154,1950,3393,50.45458,America
Egypt,1951,21383393,1950,1738,38.89102,Middle East & North Africa
El Salvador,1951,2236577,1950,3387,45.82724,America
Equatorial Guinea,1951,230057,1950,507,38.52514,Sub-Saharan Africa
Eritrea,1951,1162658,1950,798,39.01102,Sub-Saharan Africa
Eritrea and Ethiopia,1951,21936153,1950,NA,NA,Sub-Saharan Africa
Estonia,1951,1113247,1950,4866,60.1245780354636,Europe & Central Asia
Ethiopia,1951,18466918,1950,586,34.61662,Sub-Saharan Africa
Faeroe Islands,1951,31287,1950,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1951,2247,1950,NA,NA,NA
Fiji,1951,296206,1950,2798,53.71166,East Asia & Pacific
Finland,1951,4049689,1950,7738,65.5708,Europe & Central Asia
France,1951,42071027,1950,8301,66.3308,Europe & Central Asia
French Guiana,1951,26246,1950,NA,52.515,America
French Polynesia,1951,62083,1950,NA,46.522,East Asia & Pacific
Gabon,1951,475864,1950,711,40.9166,Sub-Saharan Africa
Gambia,1951,272719,1950,1025,38.00912,Sub-Saharan Africa
Georgia,1951,3584698,1950,2320,58.76828,Europe & Central Asia
Germany,1951,70111671,1950,7884,67.1874226641135,Europe & Central Asia
Ghana,1951,5068433,1950,1704,45.08382,Sub-Saharan Africa
Gibraltar,1951,20644,1950,NA,NA,Europe & Central Asia
Greece,1951,7635277,1950,4098,66.93462,Europe & Central Asia
Greenland,1951,23470,1950,3532,44.0643695616206,Europe & Central Asia
Grenada,1951,76626,1950,1718,56.72934,America
Guadeloupe,1951,213055,1950,NA,52.088,America
Guam,1951,60261,1950,NA,56.38,East Asia & Pacific
Guatemala,1951,3237922,1950,3083,41.24958,America
Guernsey,1951,45536,1950,NA,NA,Europe & Central Asia
Guinea,1951,3141548,1950,643,38.71428,Sub-Saharan Africa
Guinea-Bissau,1951,544103,1950,867,39.33002,Sub-Saharan Africa
Guyana,1951,420290,1950,4207,59.04286,America
Haiti,1951,3275368,1950,2278,36.47452,America
Holy See,1951,887,1950,NA,NA,Europe & Central Asia
Honduras,1951,1524974,1950,2460,44.4688,America
"Hong Kong, China",1951,2036150,1950,3494,62.378,East Asia & Pacific
Hungary,1951,9478110,1950,6439,62.4972,Europe & Central Asia
Iceland,1951,144928,1950,8350,71.0438,Europe & Central Asia
India,1951,382231042,1950,908,34.95868,South Asia
Indonesia,1951,70869608,1950,1527,39.54144,East Asia & Pacific
Iran,1951,17516578,1950,3881,41.96928,Middle East & North Africa
Iraq,1951,5901507,1950,3178,38.69662,Middle East & North Africa
Ireland,1951,2921278,1950,6417,64.9722,Europe & Central Asia
Isle of Man,1951,55264,1950,NA,NA,Europe & Central Asia
Israel,1951,1354097,1950,4435,64.4453,Middle East & North Africa
Italy,1951,47014137,1950,6736,65.2728,Europe & Central Asia
Jamaica,1951,1436851,1950,2872,57.02242,America
Japan,1951,83794452,1950,2728,61.0706,East Asia & Pacific
Jersey,1951,57453,1950,NA,NA,Europe & Central Asia
Jordan,1951,503116,1950,3120,47.13798,Middle East & North Africa
Kazakhstan,1951,6831158,1950,5910,54.37396,Europe & Central Asia
Kenya,1951,6240177,1950,2046,45.63546,Sub-Saharan Africa
Kiribati,1951,33627,1950,1816,42.76036,East Asia & Pacific
North Korea,1951,10248496,1950,729,23.12128,NA
South Korea,1951,19304737,1950,753,40.88998,NA
United Korea (former),1951,30056190,1950,NA,NA,NA
Kosovo,1951,1213291,1950,NA,NA,Europe & Central Asia
Kuwait,1951,163632,1950,5745,53.70766,Middle East & North Africa
Kyrgyz Republic,1951,1763226,1950,2335,50.77662,NA
Lao,1951,1723050,1950,1146,41.55528,NA
Latvia,1951,1954829,1950,3872,60.4884,Europe & Central Asia
Lebanon,1951,1358220,1950,6946,61.38446,Middle East & North Africa
Lesotho,1951,744320,1950,442,45.74378,Sub-Saharan Africa
Liberia,1951,943241,1950,1247,38.53352,Sub-Saharan Africa
Libya,1951,1131590,1950,5671,42.89976,Middle East & North Africa
Liechtenstein,1951,13942,1950,NA,NA,Europe & Central Asia
Lithuania,1951,2569877,1950,6707,64.1314,Europe & Central Asia
Luxembourg,1951,297588,1950,17504,65.7424,Europe & Central Asia
"Macao, China",1951,195950,1950,4019,60.254,East Asia & Pacific
"Macedonia, FYR",1951,1290413,1950,2610,52.96838,Europe & Central Asia
Madagascar,1951,4167827,1950,1956,39.26698,Sub-Saharan Africa
Malawi,1951,3008074,1950,363,36.5622,Sub-Saharan Africa
Malaysia,1951,6261916,1950,2715,54.59348,East Asia & Pacific
Maldives,1951,74224,1950,904,38.82414,South Asia
Mali,1951,4759039,1950,660,30.53844,Sub-Saharan Africa
Malta,1951,312725,1950,2605,65.6127,Europe & Central Asia
Marshall Islands,1951,13221,1950,1398,NA,East Asia & Pacific
Martinique,1951,224418,1950,NA,54.514,America
Mauritania,1951,675594,1950,1224,41.2354,Sub-Saharan Africa
Mauritius,1951,506431,1950,2519,47.96074,Sub-Saharan Africa
Mayotte,1951,15733,1950,NA,45.375,Sub-Saharan Africa
Mexico,1951,28836111,1950,4601,50.12622,America
"Micronesia, Fed. Sts.",1951,33400,1950,1189,53.33492,East Asia & Pacific
Moldova,1951,2381443,1950,2670,56.7971,Europe & Central Asia
Monaco,1951,19378,1950,11598,NA,Europe & Central Asia
Mongolia,1951,793537,1950,886,41.97894,East Asia & Pacific
Montenegro,1951,400876,1950,4182,59.80822,Europe & Central Asia
Montserrat,1951,14123,1950,NA,NA,America
Morocco,1951,9243680,1950,2088,48.17988,Middle East & North Africa
Mozambique,1951,6405068,1950,454,36.57486,Sub-Saharan Africa
Myanmar,1951,17850068,1950,954,33.43744,East Asia & Pacific
Namibia,1951,494611,1950,3871,44.55884,Sub-Saharan Africa
Nauru,1951,3059,1950,5030,NA,East Asia & Pacific
Nepal,1951,8657577,1950,822,38.49964,South Asia
Netherlands,1951,10148714,1950,9593,71.572,Europe & Central Asia
Netherlands Antilles,1951,113954,1950,NA,58.959,America
New Caledonia,1951,64281,1950,NA,49.509,East Asia & Pacific
New Zealand,1951,1947802,1950,13032,69.2654,East Asia & Pacific
Ngorno-Karabakh,1951,NA,1950,NA,NA,Europe & Central Asia
Nicaragua,1951,1331740,1950,3651,43.53978,America
Niger,1951,2637582,1950,989,39.239,Sub-Saharan Africa
Nigeria,1951,38431323,1950,2843,41.299,Sub-Saharan Africa
Niue,1951,4682,1950,NA,NA,East Asia & Pacific
Norfolk Island,1951,1694,1950,NA,NA,East Asia & Pacific
Northern Cyprus,1951,NA,1950,NA,NA,Europe & Central Asia
Northern Mariana Islands,1951,7089,1950,NA,NA,East Asia & Pacific
Norway,1951,3300422,1950,11986,72.4284,Europe & Central Asia
Oman,1951,462257,1950,3148,36.6408,Middle East & North Africa
Pakistan,1951,37976075,1950,1112,36.77816,South Asia
Palau,1951,7497,1950,9616,NA,East Asia & Pacific
Panama,1951,881346,1950,3066,58.02984,America
Papua New Guinea,1951,1729254,1950,975,40.62218,East Asia & Pacific
Paraguay,1951,1511764,1950,2988,64.67106,America
Peru,1951,7924206,1950,4614,42.5159,America
Philippines,1951,19246611,1950,2006,57.06416,East Asia & Pacific
Pitcairn,1951,133,1950,NA,NA,East Asia & Pacific
Poland,1951,25264029,1950,4801,59.7336,Europe & Central Asia
Portugal,1951,8431207,1950,4013,58.8626,Europe & Central Asia
Puerto Rico,1951,2209692,1950,5277,61.65,America
Qatar,1951,27475,1950,1973,54.92334,Middle East & North Africa
Reunion,1951,259293,1950,NA,45.978,Sub-Saharan Africa
Romania,1951,16512672,1950,3933,60.95078,Europe & Central Asia
Russia,1951,104306354,1950,7424,57.5768,Europe & Central Asia
Rwanda,1951,2250675,1950,544,40.42176,Sub-Saharan Africa
St. Barthélemy,1951,2228,1950,NA,NA,NA
St. Helena,1951,5010,1950,NA,NA,NA
St. Kitts and Nevis,1951,46139,1950,3430,NA,NA
St. Lucia,1951,83875,1950,1468,53.01246,NA
St. Martin,1951,17559,1950,NA,NA,NA
St. Vincent and the Grenadines,1951,68067,1950,2229,49.15238,NA
St.-Pierre-et-Miquelon,1951,4605,1950,NA,NA,NA
Samoa,1951,84439,1950,3011,51.35826,East Asia & Pacific
San Marino,1951,12918,1950,8662,NA,Europe & Central Asia
Sao Tome and Principe,1951,59203,1950,1198,47.13542,Sub-Saharan Africa
Saudi Arabia,1951,3198551,1950,2465,47.97796,Middle East & North Africa
Senegal,1951,2529699,1950,1784,39.45526,Sub-Saharan Africa
Serbia,1951,6853289,1950,4598,58.38244,Europe & Central Asia
Serbia and Montenegro,1951,7193100,1950,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1951,5735248,1950,NA,NA,Europe & Central Asia
Seychelles,1951,36883,1950,5106,57.88074,Sub-Saharan Africa
Sierra Leone,1951,1962818,1950,1105,36.32738,Sub-Saharan Africa
Singapore,1951,1067964,1950,4753,59.00544,East Asia & Pacific
Slovak Republic,1951,3509957,1950,6007,61.4092,Europe & Central Asia
Slovenia,1951,1481637,1950,5282,63.12198,Europe & Central Asia
Solomon Islands,1951,91808,1950,957,46.14514,East Asia & Pacific
Somalia,1951,2307576,1950,1036,39.66904,Sub-Saharan Africa
Somaliland,1951,NA,1950,NA,NA,Sub-Saharan Africa
South Africa,1951,13993888,1950,7316,46.8355,Sub-Saharan Africa
South Ossetia,1951,NA,1950,NA,NA,Europe & Central Asia
Spain,1951,28237323,1950,4369,61.2472,Europe & Central Asia
Sri Lanka,1951,8201505,1950,1815,53.96132,South Asia
Sudan,1951,5883670,1950,1838,46.35078,Sub-Saharan Africa
Suriname,1951,222679,1950,5664,55.96384,America
Svalbard,1951,1478,1950,NA,NA,Europe & Central Asia
Swaziland,1951,278952,1950,1424,44.6161,Sub-Saharan Africa
Sweden,1951,7072080,1950,11890,71.246,Europe & Central Asia
Switzerland,1951,4726283,1950,21545,68.6232,Europe & Central Asia
Syria,1951,3500650,1950,1686,49.81132,Middle East & North Africa
Taiwan,1951,8260667,1950,1745,55.317,East Asia & Pacific
Tajikistan,1951,1576454,1950,2431,50.60026,Europe & Central Asia
Tanzania,1951,7847303,1950,1040,44.95832,Sub-Saharan Africa
Thailand,1951,21263203,1950,1206,53.74022,East Asia & Pacific
Timor-Leste,1951,438192,1950,689,34.15084,East Asia & Pacific
Togo,1951,1425482,1950,1050,37.64084,Sub-Saharan Africa
Tokelau,1951,1516,1950,NA,NA,East Asia & Pacific
Tonga,1951,49311,1950,1397,59.11288,East Asia & Pacific
Transnistria,1951,NA,1950,NA,NA,Europe & Central Asia
Trinidad and Tobago,1951,658830,1950,5209,57.49978,America
Tunisia,1951,3696457,1950,1732,42.00454,Middle East & North Africa
Turkey,1951,21806355,1950,3701,42.78358,Europe & Central Asia
Turkmenistan,1951,1228378,1950,4961,46.94184,Europe & Central Asia
Turks and Caicos Islands,1951,4984,1950,1967,NA,America
Tuvalu,1951,5221,1950,1433,NA,East Asia & Pacific
Uganda,1951,5308673,1950,772,41.6385,Sub-Saharan Africa
Ukraine,1951,37815815,1950,3927,61.5126,Europe & Central Asia
United Arab Emirates,1951,67972,1950,1233,44.25232,Middle East & North Africa
United Kingdom,1951,50620538,1950,11416,68.176,Europe & Central Asia
United States,1951,159880756,1950,16198,68.0836,America
Uruguay,1951,2261342,1950,8573,65.73346,America
USSR,1951,182701382,1950,NA,NA,Europe & Central Asia
Uzbekistan,1951,7104056,1950,1697,54.39232,Europe & Central Asia
Wallis et Futuna,1951,7088,1950,NA,NA,East Asia & Pacific
Vanuatu,1951,48919,1950,1312,45.77622,East Asia & Pacific
Venezuela,1951,5735168,1950,11268,55.84862,America
West Bank and Gaza,1951,923753,1950,1316,49.72568,Middle East & North Africa
West Germany,1951,50454034,1950,NA,NA,Europe & Central Asia
Western Sahara,1951,16061,1950,NA,34.946,Middle East & North Africa
Vietnam,1951,25364453,1950,985,50.67272,East Asia & Pacific
Virgin Islands (U.S.),1951,27295,1950,NA,57.904,America
North Yemen (former),1951,4295510,1950,NA,NA,NA
South Yemen (former),1951,1329964,1950,NA,NA,NA
Yemen,1951,4474025,1950,1367,24.80488,NA
Yugoslavia,1951,16508307,1950,NA,NA,Europe & Central Asia
Zambia,1951,2376075,1950,2714,47.05972,Sub-Saharan Africa
Zimbabwe,1951,2830449,1950,1537,49.75384,Sub-Saharan Africa
Åland,1951,21618,1950,NA,NA,Europe & Central Asia
South Sudan,1951,2601308,1950,1947,34.73534,Sub-Saharan Africa
Curaçao,1951,104566,1950,NA,NA,NA
Sint Maarten (Dutch part),1951,1664,1950,NA,NA,NA
St. Martin (French part),1951,NA,1950,NA,NA,NA
Antarctica,1951,NA,1950,NA,NA,NA
Bouvet Island,1951,NA,1950,NA,NA,NA
British Indian Ocean Territory,1951,NA,1950,NA,NA,NA
Clipperton,1951,NA,1950,NA,NA,NA
French Southern and Antarctic Lands,1951,NA,1950,NA,NA,NA
Gaza Strip,1951,NA,1950,NA,NA,NA
Heard and McDonald Islands,1951,NA,1950,NA,NA,NA
Northern Marianas,1951,NA,1950,NA,NA,NA
South Georgia and the South Sandwich Islands,1951,NA,1950,NA,NA,NA
US Minor Outlying Islands,1951,NA,1950,NA,NA,NA
Virgin Islands,1951,NA,1950,NA,NA,NA
West Bank,1951,NA,1950,NA,NA,NA
Abkhazia,1952,NA,1950,NA,NA,Europe & Central Asia
Afghanistan,1952,7934798,1950,1069,30.73568,South Asia
Akrotiri and Dhekelia,1952,10813,1950,NA,NA,Europe & Central Asia
Albania,1952,1316086,1950,1968,54.71728,Europe & Central Asia
Algeria,1952,9216395,1950,4070,46.66776,Middle East & North Africa
American Samoa,1952,19543,1950,NA,NA,East Asia & Pacific
Andorra,1952,7250,1950,8163,NA,Europe & Central Asia
Angola,1952,4529381,1950,3281,36.63152,Sub-Saharan Africa
Anguilla,1952,5438,1950,NA,NA,America
Antigua and Barbuda,1952,49887,1950,3723,58.86128,America
Argentina,1952,17866097,1950,7019,62.09664,America
Armenia,1952,1419913,1950,1914,58.99048,Europe & Central Asia
Aruba,1952,38965,1950,4094,60.01,America
Australia,1952,8627052,1950,12084,69.2416,East Asia & Pacific
Austria,1952,6929289,1950,7386,66.9216,Europe & Central Asia
Azerbaijan,1952,3045429,1950,3765,55.0436,Europe & Central Asia
Bahamas,1952,81428,1950,11100,58.00448,America
Bahrain,1952,119689,1950,17391,43.451,Middle East & North Africa
Bangladesh,1952,39493326,1950,1046,41.5328,South Asia
Barbados,1952,219636,1950,3310,59.27704,America
Belarus,1952,7711027,1950,2908,65.1672,Europe & Central Asia
